Vial	Depth	Age	Core	CalciteDelta13O	CalciteDelta18O	SideriteDelta13O	SideriteDelta18O	Lakewater
420	68.11	167.81605	DEEP	NA	NA	11.67	-4.06	-8.19
424	68.75	168.76855	DEEP	NA	NA	11.23	-4.52	-8.64
426	69.07	169.2405	DEEP	NA	NA	10.97	-4.05	-8.17
434	70.35	171.06235	DEEP	NA	NA	11.42	-4.43	-8.55
435	70.51	171.27055	DEEP	NA	NA	11.35	-4.24	-8.36
439	71.15	172.15965	DEEP	NA	NA	10.57	-4.77	-8.89
440	71.31	172.37985	DEEP	NA	NA	11.25	-4.28	-8.4
441	71.47	172.60685	DEEP	NA	NA	11.04	-4.56	-8.68
442	71.63	172.8293	DEEP	NA	NA	10.92	-5.5	-9.62
448	72.59	174.2874	DEEP	NA	NA	11.74	-3.82	-7.94
450	72.91	174.7837	DEEP	NA	NA	11.3	-4.97	-9.09
453	73.39	175.45855	DEEP	NA	NA	11.42	-5.3	-9.41
457	74.03	176.3753	DEEP	NA	NA	11.33	-4.89	-9.01
466	75.47	178.23755	DEEP	NA	NA	11.98	-2.48	-6.61
469	75.95	178.87145	DEEP	NA	NA	11.5	-4.08	-8.2
472	76.43	179.513	DEEP	NA	NA	12.13	-2.99	-7.11
474	76.75	179.93555	DEEP	NA	NA	12.02	-4.83	-8.95
493	79.79	184.65405	DEEP	NA	NA	11.78	-2.88	-7.01
503	81.39	187.0456	DEEP	NA	NA	12.69	-2.91	-7.03
523	84.59	191.99575	DEEP	NA	NA	12.85	-2.55	-6.68
542	87.63	196.96905	DEEP	0.34	-3.36	NA	NA	-2.85
543	87.79	197.28775	DEEP	0.9	-3.88	NA	NA	-3.37
544	87.95	197.6049	DEEP	-0.08	-5.72	NA	NA	-5.22
545	88.11	197.91425	DEEP	-0.1	-5.97	NA	NA	-5.46
546	88.27	198.2315	DEEP	-0.15	-6.01	NA	NA	-5.5
547	88.43	198.55195	DEEP	0.28	-5.82	NA	NA	-5.31
548	88.59	198.8571	DEEP	1	-5.3	NA	NA	-4.8
549	88.75	199.13565	DEEP	1.02	-4.4	NA	NA	-3.89
550	88.91	199.4142	DEEP	1.62	-4.71	NA	NA	-4.2
551	89.07	199.69495	DEEP	0.16	-4.89	NA	NA	-4.39
552	89.23	199.97505	DEEP	0.24	-6.11	NA	NA	-5.61
553	89.39	200.24835	DEEP	0.29	-5.77	NA	NA	-5.26
554	89.55	200.53475	DEEP	0.53	-5.6	NA	NA	-5.09
555	89.71	200.80775	DEEP	1.05	-5.45	NA	NA	-4.94
556	89.87	201.08675	DEEP	1.33	-4.76	NA	NA	-4.25
557	90.03	201.3574	DEEP	0.72	-5.73	NA	NA	-5.23
558	90.19	201.6211	DEEP	0.49	-6.34	NA	NA	-5.83
559	90.35	201.8892	DEEP	0.63	-6.03	NA	NA	-5.52
560	90.51	202.15925	DEEP	0.35	-6.36	NA	NA	-5.85
561	90.67	202.4313	DEEP	0.7	-6.3	NA	NA	-5.8
562	90.83	202.70185	DEEP	0.64	-6.47	NA	NA	-5.96
563	90.99	202.97095	DEEP	1.09	-5.24	NA	NA	-4.74
564	91.15	203.2414	DEEP	1.16	-5.28	NA	NA	-4.77
565	91.31	203.52945	DEEP	0.67	-5.98	NA	NA	-5.47
566	91.47	203.82685	DEEP	0.91	-5.52	NA	NA	-5.01
567	91.63	204.1151	DEEP	1.15	-4.69	NA	NA	-4.19
568	91.79	204.4038	DEEP	0.95	-4.34	NA	NA	-3.84
569	91.95	204.69755	DEEP	1.57	-4.4	NA	NA	-3.89
570	92.11	204.992	DEEP	0.73	-4.61	NA	NA	-4.1
571	92.27	205.29295	DEEP	0.38	-5.01	NA	NA	-4.5
572	92.43	205.5799	DEEP	-0.01	-5.49	NA	NA	-4.98
573	92.59	206.1052	DEEP	-0.23	-5.39	NA	NA	-4.88
574	92.75	206.6666	DEEP	-0.62	-5.27	NA	NA	-4.77
575	92.91	207.2228	DEEP	-0.62	-5.93	NA	NA	-5.43
576	93.07	207.7762	DEEP	-0.34	-5.2	NA	NA	-4.69
577	93.23	208.3335	DEEP	-0.64	-5.6	NA	NA	-5.09
578	93.39	208.88755	DEEP	-0.64	-5.39	NA	NA	-4.88
579	93.55	209.4367	DEEP	-0.37	-5.16	NA	NA	-4.65
580	93.71	209.98665	DEEP	-0.72	-5.52	NA	NA	-5.02
581	93.87	210.4645	DEEP	-1.07	-6	NA	NA	-5.5
582	94.03	210.91215	DEEP	-0.68	-4.88	NA	NA	-4.37
583	94.19	211.36655	DEEP	-0.65	-4.78	NA	NA	-4.27
584	94.35	211.80895	DEEP	-0.83	-5.33	NA	NA	-4.82
585	94.51	212.25745	DEEP	-0.84	-5.16	NA	NA	-4.65
586	94.67	212.707	DEEP	-0.85	-4.99	NA	NA	-4.48
587	94.83	213.15215	DEEP	-1.09	-5.48	NA	NA	-4.97
588	94.99	213.60565	DEEP	-0.8	-5.12	NA	NA	-4.62
589	95.15	214.11995	DEEP	-1.16	-6.02	NA	NA	-5.51
590	95.31	214.69655	DEEP	-0.62	-5.11	NA	NA	-4.61
591	95.47	215.262	DEEP	-0.22	-5.24	NA	NA	-4.73
592	95.63	215.83	DEEP	-0.05	-5.22	NA	NA	-4.71
593	95.79	216.40255	DEEP	0.08	-5.69	NA	NA	-5.19
594	95.96	217.0072	DEEP	0.21	-6.24	NA	NA	-5.74
595	96.11	217.5321	DEEP	0.39	-6.22	NA	NA	-5.71
596	96.27	218.0837	DEEP	0.27	-6.37	NA	NA	-5.86
639	103.15	235.8805	DEEP	-0.33	-5.21	NA	NA	-4.7
640	103.31	236.20655	DEEP	-0.5	-5.16	NA	NA	-4.65
641	103.47	236.51855	DEEP	-0.71	-5.57	NA	NA	-5.06
642	103.63	236.8427	DEEP	-0.51	-5.54	NA	NA	-5.03
643	103.79	237.1628	DEEP	-0.41	-5.65	NA	NA	-5.14
644	103.95	237.48195	DEEP	-0.41	-5.32	NA	NA	-4.81
645	104.11	237.7998	DEEP	-0.57	-5.56	NA	NA	-5.05
646	104.27	238.15725	DEEP	-0.31	-5.13	NA	NA	-4.62
647	104.43	238.5312	DEEP	-0.53	-5.89	NA	NA	-5.39
648	104.59	238.89825	DEEP	-0.58	-5.53	NA	NA	-5.03
649	104.75	239.26705	DEEP	-0.6	-6	NA	NA	-5.49
650	104.9	239.6046	DEEP	-0.51	-5.81	NA	NA	-5.3
651	105.07	239.9861	DEEP	-0.21	-5.73	NA	NA	-5.23
652	105.23	240.35005	DEEP	-0.06	-5.89	NA	NA	-5.38
653	105.39	240.7127	DEEP	0	-6.01	NA	NA	-5.5
654	105.55	241.02585	DEEP	0.01	-6.18	NA	NA	-5.68
655	105.71	241.32175	DEEP	0.13	-6.23	NA	NA	-5.72
656	105.87	241.61035	DEEP	0.51	-6.41	NA	NA	-5.9
660	106.51	242.80545	DEEP	NA	NA	11.2	-3.28	-7.41
705	113.71	260.07335	DEEP	NA	NA	12.71	-2.17	-6.3
737	118.83	273.55205	DEEP	NA	NA	12.15	-1.98	-6.11
751	121.07	278.57965	DEEP	NA	NA	12.41	-2.28	-6.41
772	124.43	286.28235	DEEP	-0.22	-6.8	NA	NA	-6.29
773	124.59	286.71635	DEEP	-0.1	-5.69	NA	NA	-5.18
774	124.75	287.14585	DEEP	-0.25	-6.02	NA	NA	-5.52
775	124.91	287.5801	DEEP	0.28	-6.26	NA	NA	-5.75
776	125.07	288.0089	DEEP	0.04	-6.56	NA	NA	-6.05
777	125.23	288.4365	DEEP	0.12	-6.63	NA	NA	-6.13
778	125.39	288.8618	DEEP	0.07	-6.52	NA	NA	-6.01
779	125.55	289.28545	DEEP	0.2	-6.76	NA	NA	-6.25
780	125.71	289.71075	DEEP	0.17	-6.68	NA	NA	-6.17
781	125.87	290.13465	DEEP	0.28	-6.5	NA	NA	-6
782	126.03	290.5524	DEEP	0.31	-6.71	NA	NA	-6.21
783	126.19	290.96615	DEEP	0.32	-6.86	NA	NA	-6.35
784	126.35	291.3565	DEEP	0.24	-6.64	NA	NA	-6.13
785	126.51	291.7247	DEEP	0.75	-6.67	NA	NA	-6.16
786	126.67	292.10125	DEEP	0.63	-6.99	NA	NA	-6.48
787	126.83	292.4742	DEEP	1.1	-6.64	NA	NA	-6.14
798	128.59	296.63245	DEEP	NA	NA	12.47	-2.03	-6.16
833	134.19	307.43015	DEEP	-0.46	-5.75	NA	NA	-5.24
834	134.35	307.76175	DEEP	-0.54	-6.31	NA	NA	-5.8
835	134.51	308.0942	DEEP	0.12	-6.21	NA	NA	-5.7
836	134.66	308.4025	DEEP	0.85	-5.85	NA	NA	-5.34
837	134.83	308.75555	DEEP	0.12	-5.76	NA	NA	-5.25
838	134.99	309.08065	DEEP	-0.37	-6.39	NA	NA	-5.89
839	135.15	309.4116	DEEP	1.13	-5.28	NA	NA	-4.78
843	135.79	310.62165	DEEP	-0.13	-7.35	NA	NA	-6.84
844	135.95	310.9071	DEEP	0.2	-6.76	NA	NA	-6.26
845	136.12	311.21735	DEEP	-0.06	-7.28	NA	NA	-6.77
846	136.27	311.4806	DEEP	0.17	-6.84	NA	NA	-6.33
847	136.43	311.77455	DEEP	0.52	-6.66	NA	NA	-6.15
848	136.59	312.0641	DEEP	0.45	-6.46	NA	NA	-5.96
849	136.75	312.35545	DEEP	0.51	-6.46	NA	NA	-5.96
850	136.91	312.6569	DEEP	0.65	-6.35	NA	NA	-5.85
851	137.07	312.95835	DEEP	0.53	-6.63	NA	NA	-6.13
852	137.23	313.25785	DEEP	0.6	-6.65	NA	NA	-6.14
853	137.39	313.56065	DEEP	0.79	-6.47	NA	NA	-5.96
854	137.55	313.8567	DEEP	0.62	-6.58	NA	NA	-6.07
855	137.71	314.16345	DEEP	0.64	-6.65	NA	NA	-6.15
856	137.87	314.46365	DEEP	0.75	-6.64	NA	NA	-6.13
857	138.03	314.76275	DEEP	0.6	-6.73	NA	NA	-6.22
858	138.19	315.0649	DEEP	0.8	-6.22	NA	NA	-5.71
859	138.35	315.3717	DEEP	0.68	-6.47	NA	NA	-5.96
860	138.51	315.68395	DEEP	1.1	-5.66	NA	NA	-5.15
861	138.67	315.9959	DEEP	0.89	-5.78	NA	NA	-5.27
862	138.83	316.3031	DEEP	1.17	-5.39	NA	NA	-4.88
863	138.99	316.6112	DEEP	0.61	-6.13	NA	NA	-5.62
864	139.15	316.91885	DEEP	0.97	-5.24	NA	NA	-4.73
865	139.31	317.2494	DEEP	1.12	-5.11	NA	NA	-4.6
866	139.46	317.59765	DEEP	0.5	-6	NA	NA	-5.5
867	139.63	317.9889	DEEP	0.86	-5.69	NA	NA	-5.18
868	139.79	318.3591	DEEP	0.88	-5.57	NA	NA	-5.07
869	139.95	318.73285	DEEP	1.19	-4.69	NA	NA	-4.18
871	140.27	319.48555	DEEP	1.29	-4.42	NA	NA	-3.91
872	140.43	319.85585	DEEP	2.07	-3.13	NA	NA	-2.62
874	140.75	320.62165	DEEP	2.25	-3.2	NA	NA	-2.69
875	140.91	321.0116	DEEP	0.01	-6.17	NA	NA	-5.66
876	141.07	321.4072	DEEP	0.38	-5.93	NA	NA	-5.43
877	141.23	321.79765	DEEP	-0.09	-6.4	NA	NA	-5.89
878	141.39	322.18325	DEEP	0.5	-4.9	NA	NA	-4.4
879	141.55	322.57545	DEEP	-0.18	-5.2	NA	NA	-4.7
880	141.71	322.9683	DEEP	-0.05	-5.54	NA	NA	-5.03
881	141.87	323.3653	DEEP	-0.03	-5.54	NA	NA	-5.03
882	142.03	323.82775	DEEP	0.04	-5.24	NA	NA	-4.73
883	142.19	324.28965	DEEP	-0.25	-5.49	NA	NA	-4.99
884	142.35	324.75385	DEEP	0	-4.81	NA	NA	-4.31
885	142.51	325.2132	DEEP	-0.4	-5.36	NA	NA	-4.85
886	142.67	325.66485	DEEP	-0.02	-4.89	NA	NA	-4.39
887	142.83	326.1176	DEEP	0.12	-4.39	NA	NA	-3.88
888	142.99	326.56855	DEEP	0.3	-4.48	NA	NA	-3.97
889	143.15	327.01535	DEEP	0.5	-4.43	NA	NA	-3.92
890	143.31	327.5073	DEEP	-0.14	-5.32	NA	NA	-4.81
891	143.47	327.9855	DEEP	-0.3	-5.63	NA	NA	-5.12
892	143.63	328.4736	DEEP	-0.44	-6.06	NA	NA	-5.55
893	143.79	328.9673	DEEP	-0.65	-6.13	NA	NA	-5.62
894	143.95	329.454	DEEP	-0.42	-6.24	NA	NA	-5.73
895	144.11	329.93925	DEEP	0.04	-5.83	NA	NA	-5.32
896	144.27	330.42695	DEEP	0.45	-5.54	NA	NA	-5.03
897	144.43	330.91875	DEEP	0.4	-4.87	NA	NA	-4.36
898	144.59	331.39635	DEEP	0.41	-5.27	NA	NA	-4.76
899	144.75	331.88715	DEEP	0.63	-5.78	NA	NA	-5.27
900	144.91	332.3643	DEEP	0.64	-6.47	NA	NA	-5.96
901	145.07	332.8423	DEEP	0.57	-6.89	NA	NA	-6.38
903	145.39	333.8121	DEEP	0.77	-6.71	NA	NA	-6.2
904	145.55	334.2876	DEEP	0.87	-6.35	NA	NA	-5.84
906	145.87	335.2702	DEEP	1.02	-6.86	NA	NA	-6.35
914	147.15	339.3434	DEEP	NA	NA	11.53	-1.71	-5.84
950	152.91	358.21055	DEEP	NA	NA	11.81	-1.9	-6.03
966	155.47	366.25825	DEEP	NA	NA	11.86	-1.25	-5.38
983	158.19	375.2954	DEEP	NA	NA	12.49	-0.35	-4.49
991	159.47	381.50295	DEEP	0.37	-7.03	NA	NA	-6.52
992	159.63	382.3495	DEEP	1.45	-5.74	NA	NA	-5.23
995	160.11	384.86595	DEEP	0.16	-6.96	NA	NA	-6.45
996	160.27	385.6031	DEEP	-0.12	-7.64	NA	NA	-7.14
998	160.59	387.09385	DEEP	-0.26	-7.2	NA	NA	-6.69
999	160.75	387.841	DEEP	0.3	-6.52	NA	NA	-6.02
1000	160.91	388.59775	DEEP	0.24	-6.47	NA	NA	-5.96
1001	161.07	389.3464	DEEP	-0.04	-6.53	NA	NA	-6.02
1002	161.23	390.1082	DEEP	-0.15	-7.1	NA	NA	-6.59
1003	161.39	390.81085	DEEP	-0.34	-7.39	NA	NA	-6.88
1004	161.55	391.35585	DEEP	0.22	-6.38	NA	NA	-5.87
1008	162.19	393.5424	DEEP	0.78	-5.01	NA	NA	-4.5
1013	162.99	395.78325	DEEP	-0.14	-7.4	NA	NA	-6.89
1014	163.15	396.1117	DEEP	-0.15	-6.58	NA	NA	-6.07
1015	163.31	396.43445	DEEP	-0.34	-6.92	NA	NA	-6.41
1016	163.47	396.75735	DEEP	0.47	-5.6	NA	NA	-5.09
1017	163.63	397.0735	DEEP	0.93	-5.12	NA	NA	-4.62
1018	163.79	397.39355	DEEP	0.29	-5.73	NA	NA	-5.22
1020	164.11	398.08495	DEEP	0.06	-5.78	NA	NA	-5.27
1021	164.27	398.4591	DEEP	0.28	-5.44	NA	NA	-4.93
1022	164.43	398.8339	DEEP	0.17	-5.68	NA	NA	-5.17
1023	164.59	399.21495	DEEP	0.09	-6.46	NA	NA	-5.95
1024	164.75	399.58975	DEEP	0.14	-6.4	NA	NA	-5.89
1025	164.91	399.9663	DEEP	0.65	-6.14	NA	NA	-5.63
1029	165.55	401.5419	DEEP	0.47	-4.98	NA	NA	-4.47
1030	165.71	401.95085	DEEP	-0.1	-6.51	NA	NA	-6.01
1031	165.87	402.36755	DEEP	-0.24	-6.82	NA	NA	-6.31
1032	166.03	402.7695	DEEP	-0.05	-6.75	NA	NA	-6.25
1033	166.19	403.17765	DEEP	0.08	-6.56	NA	NA	-6.05
1034	166.35	403.5865	DEEP	0.2	-6.14	NA	NA	-5.63
1035	166.51	403.9978	DEEP	0.2	-6.32	NA	NA	-5.81
1036	166.67	404.496	DEEP	0.78	-5.64	NA	NA	-5.13
1037	166.83	405.0244	DEEP	1.16	-4.68	NA	NA	-4.17
1043	167.79	408.25975	DEEP	0.73	-4.83	NA	NA	-4.32
1044	167.95	408.6852	DEEP	0.12	-4.24	NA	NA	-3.74
1045	168.11	409.05175	DEEP	-0.12	-6.07	NA	NA	-5.56
1046	168.27	409.41975	DEEP	0.12	-5.18	NA	NA	-4.67
1047	168.43	409.7908	DEEP	0.54	-4.71	NA	NA	-4.2
1048	168.59	410.16675	DEEP	0.51	-4.8	NA	NA	-4.3
1049	168.75	410.5428	DEEP	0.67	-4.29	NA	NA	-3.78
1050	168.91	410.9239	DEEP	0.63	-4.33	NA	NA	-3.83
1051	169.07	411.3001	DEEP	0.67	-4.03	NA	NA	-3.53
1052	169.23	411.7322	DEEP	-0.01	-4.64	NA	NA	-4.13
1053	169.39	412.21305	DEEP	0.48	-4.11	NA	NA	-3.6
1054	169.55	412.69975	DEEP	0.4	-4.17	NA	NA	-3.66
1055	169.71	413.18695	DEEP	0.21	-4.18	NA	NA	-3.67
1056	169.87	413.6736	DEEP	0.15	-4.56	NA	NA	-4.05
1057	170.03	414.16015	DEEP	-0.37	-5.17	NA	NA	-4.67
1058	170.19	414.6485	DEEP	0.59	-4.39	NA	NA	-3.89
1059	170.35	415.13255	DEEP	0.13	-4.69	NA	NA	-4.18
1060	170.51	415.5743	DEEP	-0.23	-4.71	NA	NA	-4.2
1061	170.67	415.96885	DEEP	-0.38	-5.02	NA	NA	-4.51
1062	170.83	416.36185	DEEP	-0.02	-4.65	NA	NA	-4.15
1063	170.99	416.7494	DEEP	-0.39	-5.49	NA	NA	-4.98
1064	171.15	417.13645	DEEP	-0.25	-5.34	NA	NA	-4.83
1065	171.31	417.52195	DEEP	-0.15	-5.14	NA	NA	-4.64
1066	171.47	417.91265	DEEP	-0.25	-5.14	NA	NA	-4.63
1067	171.63	418.2996	DEEP	-0.04	-5.37	NA	NA	-4.86
1068	171.79	418.71425	DEEP	-0.12	-5.31	NA	NA	-4.8
1069	171.95	419.20655	DEEP	-0.27	-5.19	NA	NA	-4.68
1070	172.11	419.70805	DEEP	-0.12	-4.88	NA	NA	-4.37
1071	172.27	420.21275	DEEP	-0.14	-4.77	NA	NA	-4.26
1072	172.43	420.7132	DEEP	0.19	-4.42	NA	NA	-3.91
1073	172.59	421.20705	DEEP	0.26	-4.35	NA	NA	-3.84
1074	172.75	421.7098	DEEP	0.47	-4.28	NA	NA	-3.77
1075	172.91	422.20735	DEEP	0.03	-4.96	NA	NA	-4.46
1076	173.07	422.6839	DEEP	-0.02	-4.99	NA	NA	-4.48
1077	173.23	423.1112	DEEP	0.13	-5.09	NA	NA	-4.59
1078	173.39	423.5314	DEEP	0.27	-4.67	NA	NA	-4.16
1079	173.55	423.95295	DEEP	0.43	-5.4	NA	NA	-4.89
1080	173.71	424.37395	DEEP	0.59	-4.94	NA	NA	-4.44
1081	173.87	424.79225	DEEP	0.83	-5.1	NA	NA	-4.59
1082	174.03	425.2159	DEEP	0.67	-5.79	NA	NA	-5.28
1083	174.19	425.644	DEEP	0.89	-5.94	NA	NA	-5.44
1084	174.35	426.0682	DEEP	0.92	-5.33	NA	NA	-4.83
1094	175.95	430.87545	DEEP	NA	NA	12.49	-1.02	-5.15
1109	178.35	441.30195	DEEP	NA	NA	12.54	-1.45	-5.58
1121	180.27	449.43795	DEEP	NA	NA	12.64	-1.76	-5.89
1126	181.07	452.5985	DEEP	NA	NA	12.64	-2.36	-6.49
1163	186.99	470.57495	DEEP	NA	NA	12.9	-2	-6.13
1172	188.43	473.7622	DEEP	0.39	-4.93	NA	NA	-4.42
1174	188.75	474.47235	DEEP	1.05	-3.83	NA	NA	-3.32
1175	188.91	474.8409	DEEP	0.87	-4.93	NA	NA	-4.42
1176	189.07	475.21015	DEEP	0.84	-4.52	NA	NA	-4.01
1177	189.23	475.58765	DEEP	1.34	-4.44	NA	NA	-3.93
1185	190.51	478.6172	DEEP	2.74	-4	NA	NA	-3.5
1186	190.67	479.0058	DEEP	1.28	-4.38	NA	NA	-3.87
1187	190.83	479.39735	DEEP	0.82	-4.94	NA	NA	-4.43
1188	190.99	479.7858	DEEP	1.02	-5.15	NA	NA	-4.64
1189	191.15	480.1774	DEEP	0.24	-5.41	NA	NA	-4.9
1190	191.31	480.5247	DEEP	-0.03	-6.09	NA	NA	-5.58
1191	191.47	480.8448	DEEP	-0.04	-6.28	NA	NA	-5.78
1192	191.63	481.1385	DEEP	0.77	-5.14	NA	NA	-4.63
1193	191.79	481.4401	DEEP	1.01	-2.65	NA	NA	-2.15
1194	191.95	481.74835	DEEP	1.05	-4.79	NA	NA	-4.28
1195	192.11	482.0485	DEEP	1.41	-5.18	NA	NA	-4.67
1196	192.27	482.35415	DEEP	1.4	-5.25	NA	NA	-4.74
1197	192.43	482.6582	DEEP	1.88	-5.36	NA	NA	-4.85
1198	192.59	482.9697	DEEP	0.63	-5.45	NA	NA	-4.94
1199	192.75	483.36555	DEEP	1.07	-5.47	NA	NA	-4.97
1200	192.91	483.74375	DEEP	-0.2	-6.06	NA	NA	-5.56
1201	193.07	484.1295	DEEP	0.43	-5.81	NA	NA	-5.31
1202	193.23	484.51065	DEEP	0.14	-6.2	NA	NA	-5.69
1203	193.39	484.89575	DEEP	0.26	-6.02	NA	NA	-5.52
1204	193.55	485.28425	DEEP	0.69	-5.36	NA	NA	-4.85
1205	193.71	485.66515	DEEP	0.65	-5.3	NA	NA	-4.79
1206	193.87	486.04705	DEEP	0.72	-5.39	NA	NA	-4.88
1207	194.03	486.4407	DEEP	0.81	-5.3	NA	NA	-4.79
1208	194.19	486.82665	DEEP	0.42	-6.11	NA	NA	-5.6
1209	194.35	487.2209	DEEP	1.28	-4.55	NA	NA	-4.04
1210	194.51	487.6098	DEEP	0.85	-5.23	NA	NA	-4.72
1211	194.67	487.99245	DEEP	0.95	-5.33	NA	NA	-4.82
1212	194.83	488.37875	DEEP	0.43	-5.82	NA	NA	-5.31
1213	194.99	488.75735	DEEP	0.8	-4.89	NA	NA	-4.38
1214	195.15	489.14075	DEEP	0.84	-5.08	NA	NA	-4.57
1215	195.31	489.573	DEEP	0.56	-5.66	NA	NA	-5.15
1216	195.47	490.00255	DEEP	0.1	-5.43	NA	NA	-4.93
1217	195.63	490.4421	DEEP	0.38	-5.38	NA	NA	-4.88
1218	195.79	490.88065	DEEP	0.58	-4.79	NA	NA	-4.28
1219	195.95	491.3261	DEEP	0.56	-4.92	NA	NA	-4.41
1220	196.11	491.77025	DEEP	1.09	-4.59	NA	NA	-4.08
1221	196.27	492.19595	DEEP	-0.07	-5.45	NA	NA	-4.94
1222	196.43	492.62375	DEEP	-0.16	-5.55	NA	NA	-5.04
1223	196.59	493.23035	DEEP	0.23	-5.05	NA	NA	-4.54
1224	196.75	493.86375	DEEP	0.08	-5.11	NA	NA	-4.6
1225	196.91	494.49415	DEEP	0.28	-4.77	NA	NA	-4.26
1226	197.07	495.12975	DEEP	-0.02	-5.49	NA	NA	-4.98
1227	197.23	495.7652	DEEP	0.27	-5.06	NA	NA	-4.55
1228	197.39	496.39585	DEEP	0.11	-5.09	NA	NA	-4.58
1229	197.55	497.0151	DEEP	-0.37	-5.81	NA	NA	-5.3
1230	197.71	497.639	DEEP	-0.43	-6.04	NA	NA	-5.53
1231	197.87	498.285	DEEP	0.06	-5.54	NA	NA	-5.04
1232	198.03	498.9346	DEEP	-0.14	-5.87	NA	NA	-5.37
1233	198.19	499.5791	DEEP	0.05	-5.17	NA	NA	-4.66
1234	198.35	500.23075	DEEP	0.44	-4.77	NA	NA	-4.26
1235	198.51	500.877	DEEP	0.23	-4.99	NA	NA	-4.48
1236	198.67	501.5299	DEEP	0.18	-5.44	NA	NA	-4.93
1237	198.83	502.18295	DEEP	0.29	-5.46	NA	NA	-4.96
1238	198.99	502.8309	DEEP	0.33	-5.22	NA	NA	-4.72
1239	199.15	503.6783	DEEP	0.51	-5.44	NA	NA	-4.93
1240	199.31	504.63	DEEP	0.91	-5.29	NA	NA	-4.78
1241	199.47	505.58365	DEEP	1.63	-4.56	NA	NA	-4.05
1242	199.63	506.547	DEEP	1.13	-5.32	NA	NA	-4.81
1243	199.79	507.50365	DEEP	0.88	-5.24	NA	NA	-4.73
1244	199.95	508.4658	DEEP	1	-5.43	NA	NA	-4.92
1245	200.11	509.4285	DEEP	0.7	-6.13	NA	NA	-5.62
1246	200.27	510.3913	DEEP	0.61	-6.18	NA	NA	-5.67
1247	200.43	511.17615	DEEP	0.91	-5.9	NA	NA	-5.39
1248	200.59	511.8025	DEEP	1.25	-5.31	NA	NA	-4.8
1249	200.75	512.42375	DEEP	0.38	-6.32	NA	NA	-5.81
1250	200.91	513.0525	DEEP	0.04	-6.68	NA	NA	-6.17
1251	201.07	513.68165	DEEP	0.17	-6.1	NA	NA	-5.59
1252	201.23	514.31115	DEEP	-0.29	-7.33	NA	NA	-6.82
1253	201.39	514.93715	DEEP	-0.17	-6.86	NA	NA	-6.35
1254	201.55	515.5703	DEEP	-0.01	-6.95	NA	NA	-6.45
1256	201.87	516.66345	DEEP	0.18	-5.87	NA	NA	-5.36
1257	202.03	517.1798	DEEP	0.2	-6.04	NA	NA	-5.53
1258	202.19	517.6994	DEEP	0.23	-5.79	NA	NA	-5.28
1262	202.83	519.75345	DEEP	-0.19	-6.14	NA	NA	-5.64
1263	202.99	520.28325	DEEP	0.65	-5.24	NA	NA	-4.73
1264	203.15	520.8651	DEEP	-0.14	-5.51	NA	NA	-5
1265	203.31	521.44665	DEEP	-0.28	-6.07	NA	NA	-5.56
1266	203.47	522.02395	DEEP	0.02	-5.66	NA	NA	-5.16
1267	203.63	522.60045	DEEP	-0.08	-6.04	NA	NA	-5.53
1268	203.79	523.19415	DEEP	0.13	-5.28	NA	NA	-4.77
1269	203.95	523.78255	DEEP	0.49	-4.93	NA	NA	-4.42
1270	204.11	524.3659	DEEP	0.4	-4.95	NA	NA	-4.44
1271	204.27	524.94795	DEEP	0.64	-4.65	NA	NA	-4.14
1272	204.43	525.5389	DEEP	0.29	-5.06	NA	NA	-4.55
1273	204.59	526.12985	DEEP	-0.1	-5.57	NA	NA	-5.06
1274	204.82	526.9872	DEEP	0.15	-5.37	NA	NA	-4.87
1275	204.91	527.31965	DEEP	0.11	-5.62	NA	NA	-5.11
1276	205.07	527.91965	DEEP	-0.03	-5.76	NA	NA	-5.26
1277	205.23	528.51715	DEEP	0.65	-4.8	NA	NA	-4.29
1278	205.39	529.1048	DEEP	0.52	-5.7	NA	NA	-5.2
1279	205.55	529.69885	DEEP	1.07	-4.88	NA	NA	-4.37
1280	205.71	530.05105	DEEP	-0.13	-6.73	NA	NA	-6.22
1281	205.87	530.4084	DEEP	0.4	-5.74	NA	NA	-5.23
1282	206.03	530.76485	DEEP	0.17	-6.54	NA	NA	-6.03
1283	206.19	531.1238	DEEP	0.55	-5.71	NA	NA	-5.21
1284	206.35	531.488	DEEP	0.42	-6.07	NA	NA	-5.57
1285	206.51	531.8524	DEEP	-0.05	-6.9	NA	NA	-6.39
1286	206.67	532.209	DEEP	0.22	-6.61	NA	NA	-6.1
1287	206.83	532.56985	DEEP	-0.32	-6.47	NA	NA	-5.96
1288	206.99	532.85655	DEEP	0.52	-6.39	NA	NA	-5.88
1289	207.15	533.14995	DEEP	0.83	-5.97	NA	NA	-5.46
1290	207.31	533.43385	DEEP	0.73	-5.17	NA	NA	-4.66
1295	208.11	534.8724	DEEP	NA	NA	10.88	-3.7	-7.82
1304	209.55	537.7978	DEEP	NA	NA	13.5	-3.81	-7.93
1305	209.71	538.4114	DEEP	NA	NA	13.63	-3	-7.13
1307	210.03	539.63835	DEEP	1.33	-4.61	NA	NA	-4.1
1308	210.19	540.23915	DEEP	1.01	-5.54	NA	NA	-5.03
1309	210.35	540.85055	DEEP	1.33	-5.05	NA	NA	-4.54
1310	210.51	541.4496	DEEP	0.69	-5.23	NA	NA	-4.72
1311	210.67	542.06175	DEEP	1.12	-6.13	NA	NA	-5.62
