Age	d18Ostack		
1808	-0.618		
1809	-0.609		
1810	-0.601		
1811	-0.460		
1812	-0.285		
1813	-0.111		
1814	0.063		
1815	0.238		
1816	0.112		
1817	0.087		
1818	0.035		
1819	-0.051		
1820	-0.137		
1821	-0.223		
1822	-0.309		
1823	-0.257		
1824	-0.274		
1825	-0.292		
1826	-0.413		
1827	-0.545		
1828	-0.678		
1829	-0.643		
1830	-0.465		
1831	-0.287		
1832	-0.108		
1833	0.070		
1834	0.308		
1835	0.287		
1836	0.184		
1837	0.082		
1838	-0.021		
1839	-0.092		
1840	-0.115		
1841	-0.174		
1842	-0.258		
1843	-0.349		
1844	-0.439		
1845	-0.530		
1846	-0.620		
1847	-0.708		
1848	-0.797		
1849	-0.885		
1850	-0.973		
1851	-1.070		
1852	-1.165		
1853	-1.227		
1854	-1.290		
1855	-1.352		
1856	-1.415		
1857	-1.332		
1858	-1.029		
1859	-0.747		
1860	-0.389		
1861	-0.022		
1862	0.244		
1863	0.195		
1864	0.147		
1865	0.099		
1866	0.051		
1867	-0.020		
1868	-0.281		
1869	-0.537		
1870	-0.746		
1871	-0.946		
1872	-0.775		
1873	-0.605		
1874	-0.455		
1875	-0.304		
1876	-0.259		
1877	-0.216		
1878	-0.174		
1879	-0.178		
1880	-0.185		
1881	-0.193		
1882	-0.208		
1883	-0.237		
1884	-0.251		
1885	-0.253		
1886	-0.211		
1887	-0.169		
1888	-0.127		
1889	-0.108		
1890	-0.094		
1891	-0.079		
1892	-0.065		
1893	-0.050		
1894	0.051		
1895	0.175		
1896	0.300		
1897	0.384		
1898	0.451		
1899	0.444		
1900	0.410		
1901	0.376		
1902	0.343		
1903	0.309		
1904	0.241		
1905	0.158		
1906	0.115		
1907	0.168		
1908	0.220		
1909	0.285		
1910	0.330		
1911	0.375		
1912	0.420		
1913	0.465		
1914	0.417		
1915	0.106		
1916	-0.255		
1917	-0.551		
1918	-0.697		
1919	-0.717		
1920	-0.634		
1921	-0.878		
1922	-1.039		
1923	-0.858		
1924	-0.678		
1925	-0.498		
1926	-0.318		
1927	-0.138		
1928	-0.237		
1929	-0.351		
1930	-0.377		
1931	-0.341		
1932	-0.305		
1933	-0.269		
1934	-0.233		
1935	-0.197		
1936	-0.228		
1937	-0.282		
1938	-0.336		
1939	-0.389		
1940	-0.443		
1941	-0.497		
1942	-0.598		
1943	-0.520		
1944	-0.343		
1945	-0.166		
1946	0.058		
1947	0.121		
1948	0.429		
1949	0.736		
1950	1.043		
1951	0.989		
1952	0.741		
1953	0.493		
1954	0.245		
1955	-0.002		
1956	-0.035		
1957	-0.002		
1958	0.031		
1959	0.063		
1960	0.096		
1961	-0.003		
1962	-0.120		
1963	-0.237		
1964	-0.353		
1965	-0.470		
1966	-0.451		
1967	-0.432		
1968	-0.413		
1969	-0.367		
1970	-0.316		
1971	-0.265		
1972	-0.250		
1973	-0.250		
1974	-0.250		
1975	-0.307		
1976	-0.409		
1977	-0.510		
1978	-0.387		
1979	0.055		
1980	0.497		
1981	0.796		
1982	0.707		
1983	0.618		
1984	0.529		
1985	0.440		
1986	0.351		
1987	0.262		
1988	0.052		
1989	-0.161		
1990	-0.374		
1991	-0.347		
1992	-0.270		
1993	-0.194		
1994	-0.020		
1995	0.199		
1996	0.418		
1997	0.401		
1998	0.178		
1999	-0.044		
2000	-0.159		
2001	-0.105		
2002	-0.051		
2003	-0.058		
2004	-0.255		
2005	-0.452		
2006	-0.623		
2007	-0.550		
2008	-0.477		
2009	-0.404		
2010	-0.436		
2011	-0.474		
2012	-0.513		
2013	-0.663		
2014	-0.841		
2015	-1.019		
2016	-0.988		
2017	-0.848		
2018	-0.708		
2019	-0.554		
2020	-0.385		
2021	-0.217		
2022	-0.102		
2023	-0.080		
2024	-0.057		
2025	-0.026		
2026	0.038		
2027	0.101		
2028	0.161		
2029	0.177		
2030	0.193		
2031	0.209		
2032	0.157		
2033	0.100		
2034	0.043		
2035	0.156		
2036	0.319		
2037	0.481		
2038	0.546		
2039	0.556		
2040	0.565		
2041	0.492		
2042	0.334		
2043	0.175		
2044	0.085		
2045	0.130		
2046	0.174		
2047	0.217		
2048	0.252		
2049	0.287		
2050	0.317		
2051	0.253		
2052	0.190		
2053	0.126		
2054	0.169		
2055	0.223		
2056	0.277		
2057	0.242		
2058	0.178		
2059	0.115		
2060	-0.024		
2061	-0.212		
2062	-0.399		
2063	-0.404		
2064	-0.198		
2065	0.009		
2066	0.161		
2067	0.196		
2068	0.231		
2069	0.261		
2070	0.264		
2071	0.267		
2072	0.280		
2073	0.693		
2074	1.106		
2075	1.520		
2076	1.112		
2077	0.591		
2078	0.070		
2079	0.077		
2080	0.277		
2081	0.477		
2082	0.447		
2083	0.253		
2084	0.059		
2085	-0.065		
2086	-0.100		
2087	-0.135		
2088	-0.248		
2089	-0.546		
2090	-0.845		
2091	-1.142		
2092	-1.428		
2093	-1.714		
2094	-1.843		
2095	-1.879		
2096	-1.512		
2097	-0.578		
2098	0.326		
2099	0.495		
2100	0.663		
2101	0.632		
2102	0.498		
2103	0.364		
2104	0.230		
2105	0.171		
2106	0.143		
2107	0.115		
2108	0.087		
2109	-0.147		
2110	-0.455		
2111	-0.762		
2112	-1.070		
2113	-1.215		
2114	-1.312		
2115	-0.869		
2116	0.396		
2117	1.381		
2118	1.339		
2119	1.297		
2120	1.206		
2121	1.027		
2122	0.848		
2123	0.668		
2124	0.535		
2125	0.415		
2126	0.295		
2127	0.124		
2128	-0.232		
2129	-0.587		
2130	-0.943		
2131	-1.041		
2132	-0.996		
2133	-0.952		
2134	-0.922		
2135	-1.089		
2136	-1.255		
2137	-1.422		
2138	-1.376		
2139	-1.143		
2140	-0.910		
2141	-0.696		
2142	-0.568		
2143	-0.439		
2144	-0.311		
2145	-0.035		
2146	0.270		
2147	0.575		
2148	0.920		
2149	1.309		
2150	1.697		
2151	2.017		
2152	1.924		
2153	1.832		
2154	1.739		
2155	1.737		
2156	1.758		
2157	1.778		
2158	1.649		
2159	1.336		
2160	1.022		
2161	0.718		
2162	0.503		
2163	0.288		
2164	0.073		
2165	-0.054		
2166	-0.153		
2167	-0.251		
2168	-0.303		
2169	-0.285		
2170	-0.267		
2171	-0.262		
2172	-0.462		
2173	-0.662		
2174	-0.862		
2175	-0.979		
2176	-1.063		
2177	-1.147		
2178	-1.198		
2179	-1.192		
2180	-1.186		
2181	-1.190		
2182	-1.757		
2183	-2.310		
2184	-1.105		
2185	0.100		
2186	0.317		
2187	0.491		
2188	0.561		
2189	0.632		
2190	0.702		
2191	0.767		
2192	0.682		
2193	0.598		
2194	0.513		
2195	0.429		
2196	0.386		
2197	0.356		
2198	0.325		
2199	0.295		
2200	0.126		
2201	-0.169		
2202	-0.465		
2203	-0.761		
2204	-1.043		
2205	-1.284		
2206	-1.526		
2207	-1.768		
2208	-2.010		
2209	-1.216		
2210	-0.606		
2211	-0.551		
2212	-0.497		
2213	-0.446		
2214	-0.405		
2215	-0.364		
2216	-0.327		
2217	-0.296		
2218	-0.265		
2219	-0.291		
2220	-0.373		
2221	-0.456		
2222	-0.628		
2223	-0.865		
2224	-1.101		
2225	-1.242		
2226	-1.334		
2227	-1.427		
2228	-1.147		
2229	-0.742		
2230	-0.442		
2231	-0.618		
2232	-0.795		
2233	-0.971		
2234	-0.359		
2235	0.347		
2236	0.733		
2237	0.694		
2238	0.655		
2239	0.616		
2240	0.558		
2241	0.458		
2242	0.358		
2243	0.258		
2244	0.118		
2245	-0.172		
2246	-0.462		
2247	-0.751		
2248	-1.028		
2249	-1.196		
2250	-1.364		
2251	-1.532		
2252	-1.700		
2253	-1.591		
2254	-1.482		
2255	-1.373		
2256	-1.221		
2257	-1.012		
2258	-0.802		
2259	-0.592		
2260	-0.572		
2261	-0.586		
2262	-0.600		
2263	-0.612		
2264	-0.617		
2265	-0.623		
2266	-0.628		
2267	-0.655		
2268	-0.692		
2269	-0.728		
2270	-0.749		
2271	-0.654		
2272	-0.559		
2273	-0.464		
2274	-0.403		
2275	-0.373		
2276	-0.342		
2277	-0.311		
2278	-0.202		
2279	-0.090		
2280	0.021		
2281	0.093		
2282	0.102		
2283	0.110		
2284	0.118		
2285	0.023		
2286	-0.098		
2287	-0.218		
2288	-0.337		
2289	-0.451		
2290	-0.566		
2291	-0.681		
2292	-0.753		
2293	-0.803		
2294	-0.854		
2295	-0.917		
2296	-1.127		
2297	-1.336		
2298	-1.546		
2299	-1.890		
2300	-2.365		
2301	-2.668		
2302	-2.661		
2303	-1.975		
2304	-1.241		
2305	-0.994		
2306	-0.747		
2307	-0.500		
2308	-0.423		
2309	-0.345		
2310	-0.268		
2311	-0.190		
2312	-0.165		
2313	-0.140		
2314	-0.115		
2315	-0.090		
2316	-0.228		
2317	-0.365		
2318	-0.503		
2319	-0.640		
2320	-0.640		
2321	-0.640		
2322	-0.640		
2323	-0.640		
2324	-0.346		
2325	-0.051		
2326	0.243		
2327	0.381		
2328	0.364		
2329	0.347		
2330	0.330		
2331	0.230		
2332	0.130		
2333	0.030		
2334	-0.170		
2335	-0.470		
2336	-0.770		
2337	-1.070		
2338	-1.321		
2339	-1.573		
2340	-1.824		
2341	-1.803		
2342	-1.509		
2343	-1.214		
2344	-0.920		
2345	-0.706		
2346	-0.491		
2347	-0.277		
2348	-0.063		
2349	0.083		
2350	0.211		
2351	0.340		
2352	0.469		
2353	0.384		
2354	0.450		
2355	0.487		
2356	0.429		
2357	0.370		
2358	0.312		
2359	0.300		
2360	0.290		
2361	0.280		
2362	0.270		
2363	0.260		
2364	0.250		
2365	0.091		
2366	-0.069		
2367	-0.228		
2368	-0.387		
2369	-0.547		
2370	-0.654		
2371	-0.726		
2372	-0.798		
2373	-0.870		
2374	-0.942		
2375	-0.985		
2376	-0.909		
2377	-0.833		
2378	-0.757		
2379	-0.681		
2380	-0.605		
2381	-0.612		
2382	-0.640		
2383	-0.668		
2384	-0.696		
2385	-0.723		
2386	-0.747		
2387	-0.766		
2388	-0.784		
2389	-0.803		
2390	-0.821		
2391	-0.840		
2392	-0.838		
2393	-0.836		
2394	-0.834		
2395	-0.833		
2396	-0.831		
2397	-0.801		
2398	-0.753		
2399	-0.705		
2400	-0.657		
2401	-0.609		
2402	-0.566		
2403	-0.543		
2404	-0.521		
2405	-0.499		
2406	-0.477		
2407	-0.454		
2408	-0.478		
2409	-0.513		
2410	-0.549		
2411	-0.584		
2412	-0.619		
2413	-0.649		
2414	-0.671		
2415	-0.693		
2416	-0.716		
2417	-0.738		
2418	-0.760		
2419	-0.642		
2420	-0.524		
2421	-0.406		
2422	-0.288		
2423	-0.193		
2424	-0.141		
2425	-0.090		
2426	-0.038		
2427	0.013		
2428	-0.026		
2429	-0.110		
2430	-0.193		
2431	-0.277		
2432	-0.360		
2433	-0.386		
2434	-0.412		
2435	-0.438		
2436	-0.464		
2437	-0.490		
2438	-0.516		
2439	-0.448		
2440	-0.264		
2441	-0.080		
2442	0.105		
2443	0.289		
2444	0.192		
2445	0.038		
2446	-0.116		
2447	-0.270		
2448	-0.383		
2449	-0.353		
2450	-0.323		
2451	-0.292		
2452	-0.262		
2453	-0.318		
2454	-0.428		
2455	-0.539		
2456	-0.649		
2457	-0.760		
2458	-0.756		
2459	-0.753		
2460	-0.749		
2461	-0.745		
2462	-0.741		
2463	-0.761		
2464	-0.793		
2465	-0.825		
2466	-0.857		
2467	-0.889		
2468	-0.903		
2469	-0.880		
2470	-0.858		
2471	-0.835		
2472	-0.813		
2473	-0.790		
2474	-0.686		
2475	-0.581		
2476	-0.491		
2477	-0.502		
2478	-0.512		
2479	-0.406		
2480	0.050		
2481	0.505		
2482	0.748		
2483	0.637		
2484	0.526		
2485	0.444		
2486	0.392		
2487	0.340		
2488	0.320		
2489	0.320		
2490	0.320		
2491	0.088		
2492	-0.222		
2493	-0.531		
2494	-0.655		
2495	-0.753		
2496	-0.850		
2497	-0.854		
2498	-0.857		
2499	-0.846		
2500	-0.752		
2501	-0.657		
2502	-0.555		
2503	-0.432		
2504	-0.310		
2505	-0.117		
2506	0.170		
2507	0.457		
2508	0.604		
2509	0.646		
2510	0.688		
2511	0.615		
2512	0.496		
2513	0.377		
2514	0.243		
2515	0.107		
2516	-0.030		
2517	-0.068		
2518	-0.106		
2519	-0.143		
2520	-0.181		
2521	-0.162		
2522	-0.087		
2523	-0.011		
2524	0.064		
2525	0.140		
2526	0.178		
2527	0.216		
2528	0.253		
2529	0.291		
2530	0.206		
2531	-0.003		
2532	-0.212		
2533	-0.421		
2534	-0.630		
2535	-0.648		
2536	-0.666		
2537	-0.683		
2538	-0.701		
2539	-0.742		
2540	-0.807		
2541	-0.871		
2542	-0.936		
2543	-1.000		
2544	-1.250		
2545	-1.499		
2546	-1.535		
2547	-1.400		
2548	-1.240		
2549	-0.880		
2550	-0.520		
2551	-0.446		
2552	-0.516		
2553	-0.585		
2554	-0.650		
2555	-0.715		
2556	-0.657		
2557	-0.563		
2558	-0.469		
2559	-0.375		
2560	-0.280		
2561	-0.474		
2562	-0.703		
2563	-0.841		
2564	-0.865		
2565	-0.890		
2566	-0.806		
2567	-0.722		
2568	-0.639		
2569	-0.661		
2570	-0.739		
2571	-0.817		
2572	-0.794		
2573	-0.552		
2574	-0.309		
2575	-0.067		
2576	-0.185		
2577	-0.314		
2578	-0.442		
2579	-0.571		
2580	-0.699		
2581	-0.828		
2582	-0.975		
2583	-1.170		
2584	-1.364		
2585	-1.559		
2586	-1.703		
2587	-1.844		
2588	-1.985		
2589	-2.111		
2590	-1.887		
2591	-1.427		
2592	-0.413		
2593	-0.163		
2594	-0.194		
2595	-0.226		
2596	-0.257		
2597	-0.266		
2598	-0.273		
2599	-0.280		
2600	-0.287		
2601	-0.188		
2602	-0.025		
2603	0.137		
2604	0.285		
2605	0.398		
2606	0.463		
2607	0.232		
2608	-0.375		
2609	-0.832		
2610	-0.878		
2611	-0.923		
2612	-0.969		
2613	-1.014		
2614	-1.022		
2615	-0.981		
2616	-0.939		
2617	-0.898		
2618	-0.857		
2619	-0.816		
2620	-0.775		
2621	-0.733		
2622	-0.692		
2623	-0.663		
2624	-0.677		
2625	-0.690		
2626	-0.704		
2627	-0.718		
2628	-0.747		
2629	-0.920		
2630	-1.093		
2631	-1.267		
2632	-1.440		
2633	-1.002		
2634	-0.565		
2635	-0.127		
2636	0.310		
2637	0.400		
2638	0.247		
2639	0.095		
2640	-0.058		
2641	-0.172		
2642	-0.251		
2643	-0.330		
2644	-0.409		
2645	-0.489		
2646	-0.568		
2647	-0.647		
2648	-0.744		
2649	-0.878		
2650	-1.011		
2651	-1.145		
2652	-1.279		
2653	-1.413		
2654	-1.546		
2655	-1.565		
2656	-1.507		
2657	-1.448		
2658	-1.390		
2659	-1.247		
2660	-1.103		
2661	-0.960		
2662	-0.838		
2663	-0.744		
2664	-0.650		
2665	-0.555		
2666	-0.461		
2667	-0.457		
2668	-0.558		
2669	-0.660		
2670	-0.761		
2671	-0.863		
2672	-0.957		
2673	-1.049		
2674	-1.142		
2675	-1.234		
2676	-1.327		
2677	-1.444		
2678	-1.562		
2679	-1.680		
2680	-1.376		
2681	-1.072		
2682	-0.768		
2683	-0.464		
2684	-0.159		
2685	0.145		
2686	0.449		
2687	0.360		
2688	0.242		
2689	0.129		
2690	0.103		
2691	0.078		
2692	0.052		
2693	0.024		
2694	-0.022		
2695	-0.067		
2696	-0.112		
2697	-0.157		
2698	-0.202		
2699	-0.247		
2700	-0.407		
2701	-0.612		
2702	-0.816		
2703	-1.020		
2704	-0.947		
2705	-0.874		
2706	-0.776		
2707	-0.505		
2708	-0.234		
2709	0.038		
2710	0.309		
2711	0.413		
2712	0.478		
2713	0.543		
2714	0.608		
2715	0.678		
2716	0.738		
2717	0.551		
2718	0.363		
2719	0.217		
2720	0.251		
2721	0.286		
2722	0.321		
2723	0.356		
2724	0.121		
2725	-0.153		
2726	-0.427		
2727	-0.700		
2728	-0.722		
2729	-0.548		
2730	-0.374		
2731	-0.200		
2732	-0.067		
2733	-0.056		
2734	-0.044		
2735	-0.032		
2736	-0.021		
2737	-0.146		
2738	-0.281		
2739	-0.415		
2740	-0.550		
2741	-0.457		
2742	-0.227		
2743	0.003		
2744	0.232		
2745	0.321		
2746	0.098		
2747	-0.125		
2748	-0.347		
2749	-0.570		
2750	-0.398		
2751	-0.226		
2752	-0.054		
2753	0.118		
2754	0.290		
2755	0.263		
2756	0.223		
2757	0.184		
2758	0.144		
2759	0.105		
2760	0.070		
2761	0.037		
2762	0.003		
2763	-0.030		
2764	-0.064		
2765	-0.042		
2766	-0.009		
2767	0.025		
2768	0.059		
2769	0.092		
2770	0.020		
2771	-0.085		
2772	-0.190		
2773	-0.294		
2774	-0.399		
2775	-0.376		
2776	-0.298		
2777	-0.221		
2778	-0.144		
2779	-0.067		
2780	-0.059		
2781	-0.089		
2782	-0.118		
2783	-0.148		
2784	-0.178		
2785	-0.217		
2786	-0.262		
2787	-0.308		
2788	-0.353		
2789	-0.399		
2790	-0.401		
2791	-0.366		
2792	-0.331		
2793	-0.296		
2794	-0.261		
2795	-0.186		
2796	-0.053		
2797	0.079		
2798	0.212		
2799	0.345		
2800	0.453		
2801	0.466		
2802	0.480		
2803	0.493		
2804	0.507		
2805	0.520		
2806	0.524		
2807	0.528		
2808	0.532		
2809	0.535		
2810	0.539		
2811	0.500		
2812	0.452		
2813	0.404		
2814	0.356		
2815	0.308		
2816	0.218		
2817	0.104		
2818	-0.009		
2819	-0.123		
2820	-0.237		
2821	-0.325		
2822	-0.381		
2823	-0.436		
2824	-0.492		
2825	-0.548		
2826	-0.605		
2827	-0.664		
2828	-0.723		
2829	-0.782		
2830	-0.841		
2831	-0.900		
2832	-0.741		
2833	-0.539		
2834	-0.336		
2835	-0.134		
2836	0.068		
2837	0.216		
2838	0.198		
2839	0.180		
2840	0.162		
2841	0.144		
2842	0.126		
2843	0.120		
2844	0.120		
2845	0.120		
2846	0.120		
2847	0.120		
2848	0.121		
2849	0.134		
2850	0.146		
2851	0.159		
2852	0.171		
2853	0.184		
2854	0.180		
2855	0.160		
2856	0.141		
2857	0.121		
2858	0.101		
2859	0.082		
2860	0.042		
2861	0.001		
2862	-0.040		
2863	-0.081		
2864	-0.122		
2865	-0.169		
2866	-0.226		
2867	-0.282		
2868	-0.339		
2869	-0.396		
2870	-0.453		
2871	-0.510		
2872	-0.480		
2873	-0.450		
2874	-0.419		
2875	-0.389		
2876	-0.359		
2877	-0.329		
2878	-0.298		
2879	-0.268		
2880	-0.238		
2881	-0.208		
2882	-0.175		
2883	-0.138		
2884	-0.101		
2885	-0.064		
2886	-0.028		
2887	0.009		
2888	0.046		
2889	0.083		
2890	0.119		
2891	0.156		
2892	0.142		
2893	0.123		
2894	0.068		
2895	-0.052		
2896	-0.171		
2897	-0.291		
2898	-0.411		
2899	-0.530		
2900	-0.650		
2901	-0.605		
2902	-0.559		
2903	-0.514		
2904	-0.469		
2905	-0.424		
2906	-0.378		
2907	-0.333		
2908	-0.288		
2909	-0.242		
2910	-0.167		
2911	-0.089		
2912	-0.012		
2913	0.065		
2914	0.143		
2915	0.089		
2916	-0.087		
2917	-0.215		
2918	-0.301		
2919	-0.388		
2920	-0.474		
2921	-0.560		
2922	-0.375		
2923	-0.189		
2924	-0.004		
2925	0.182		
2926	0.367		
2927	0.474		
2928	0.427		
2929	0.380		
2930	0.333		
2931	0.286		
2932	0.239		
2933	0.192		
2934	0.145		
2935	0.098		
2936	-0.010		
2937	-0.140		
2938	-0.142		
2939	-0.143		
2940	-0.145		
2941	-0.147		
2942	-0.148		
2943	-0.150		
2944	-0.150		
2945	-0.150		
2946	-0.150		
2947	-0.150		
2948	-0.151		
2949	-0.154		
2950	-0.156		
2951	-0.159		
2952	-0.188		
2953	-0.236		
2954	-0.284		
2955	-0.332		
2956	-0.380		
2957	-0.358		
2958	-0.318		
2959	-0.334		
2960	-0.474		
2961	-0.614		
2962	-0.754		
2963	-0.894		
2964	-0.851		
2965	-0.647		
2966	-0.450		
2967	-0.452		
2968	-0.454		
2969	-0.456		
2970	-0.457		
2971	-0.459		
2972	-0.439		
2973	-0.400		
2974	-0.360		
2975	-0.321		
2976	-0.281		
2977	-0.242		
2978	-0.202		
2979	-0.162		
2980	-0.123		
2981	-0.083		
2982	-0.209		
2983	-0.350		
2984	-0.567		
2985	-0.783		
2986	-1.000		
2987	-1.217		
2988	-1.389		
2989	-1.385		
2990	-1.380		
2991	-1.152		
2992	-0.924		
2993	-0.696		
2994	-0.468		
2995	-0.240		
2996	-0.012		
2997	0.160		
2998	0.111		
2999	0.062		
3000	0.013		
3001	-0.036		
3002	-0.085		
3003	-0.134		
3004	-0.183		
3005	-0.232		
3006	-0.281		
3007	-0.290		
3008	-0.140		
3009	-0.143		
3010	-0.374		
3011	-0.606		
3012	-0.837		
3013	-1.069		
3014	-1.300		
3015	-1.037		
3016	-0.773		
3017	-0.510		
3018	-0.246		
3019	0.017		
3020	0.211		
3021	0.111		
3022	0.012		
3023	-0.087		
3024	-0.187		
3025	-0.266		
3026	-0.290		
3027	-0.314		
3028	-0.337		
3029	-0.361		
3030	-0.385		
3031	-0.408		
3032	-0.313		
3033	-0.209		
3034	-0.105		
3035	-0.290		
3036	-0.566		
3037	-0.842		
3038	-1.119		
3039	-0.935		
3040	-0.620		
3041	-0.305		
3042	0.010		
3043	-0.003		
3044	-0.015		
3045	-0.028		
3046	-0.041		
3047	-0.053		
3048	-0.066		
3049	-0.116		
3050	-0.185		
3051	-0.255		
3052	-0.324		
3053	-0.393		
3054	-0.462		
3055	-0.808		
3056	-1.189		
3057	-1.569		
3058	-1.950		
3059	-1.622		
3060	-1.293		
3061	-0.965		
3062	-0.637		
3063	-0.427		
3064	-0.373		
3065	-0.320		
3066	-0.266		
3067	-0.213		
3068	-0.160		
3069	-0.106		
3070	-0.178		
3071	-0.305		
3072	-0.431		
3073	-0.557		
3074	-0.684		
3075	-0.810		
3076	-0.955		
3077	-1.121		
3078	-1.287		
3079	-1.454		
3080	-1.620		
3081	-1.523		
3082	-1.426		
3083	-1.328		
3084	-1.231		
3085	-1.134		
3086	-1.037		
3087	-0.857		
3088	-0.672		
3089	-0.487		
3090	-0.302		
3091	-0.117		
3092	0.068		
3093	0.253		
3094	0.423		
3095	0.273		
3096	0.122		
3097	-0.029		
3098	-0.180		
3099	-0.331		
3100	-0.481		
3101	-0.616		
3102	-0.739		
3103	-0.863		
3104	-0.986		
3105	-1.110		
3106	-1.004		
3107	-0.899		
3108	-0.793		
3109	-0.688		
3110	-0.582		
3111	-0.487		
3112	-0.400		
3113	-0.312		
3114	-0.224		
3115	-0.136		
3116	-0.049		
3117	0.039		
3118	0.046		
3119	0.027		
3120	0.008		
3121	-0.011		
3122	-0.030		
3123	-0.049		
3124	-0.068		
3125	-0.235		
3126	-0.413		
3127	-0.592		
3128	-0.771		
3129	-0.950		
3130	-0.933		
3131	-0.916		
3132	-0.898		
3133	-0.881		
3134	-0.864		
3135	-0.795		
3136	-0.712		
3137	-0.629		
3138	-0.546		
3139	-0.463		
3140	-0.380		
3141	-0.319		
3142	-0.375		
3143	-0.431		
3144	-0.487		
3145	-0.543		
3146	-0.599		
3147	-0.668		
3148	-0.874		
3149	-1.079		
3150	-1.285		
3151	-1.490		
3152	-1.229		
3153	-0.968		
3154	-0.708		
3155	-0.447		
3156	-0.251		
3157	-0.220		
3158	-0.189		
3159	-0.157		
3160	-0.126		
3161	-0.095		
3162	-0.063		
3163	-0.122		
3164	-0.191		
3165	-0.260		
3166	-0.329		
3167	-0.398		
3168	-0.467		
3169	-0.492		
3170	-0.515		
3171	-0.537		
3172	-0.560		
3173	-0.489		
3174	-0.419		
3175	-0.348		
3176	-0.277		
3177	-0.206		
3178	-0.135		
3179	-0.064		
3180	0.008		
3181	0.079		
3182	0.038		
3183	-0.091		
3184	-0.220		
3185	-0.348		
3186	-0.477		
3187	-0.606		
3188	-0.734		
3189	-0.684		
3190	-0.626		
3191	-0.567		
3192	-0.509		
3193	-0.450		
3194	-0.374		
3195	-0.299		
3196	-0.223		
3197	-0.147		
3198	-0.071		
3199	0.004		
3200	0.058		
3201	0.052		
3202	0.046		
3203	0.040		
3204	0.033		
3205	0.027		
3206	0.021		
3207	0.006		
3208	-0.009		
3209	-0.025		
3210	-0.041		
3211	-0.056		
3212	-0.072		
3213	-0.088		
3214	-0.103		
3215	-0.119		
3216	-0.134		
3217	-0.150		
3218	-0.157		
3219	-0.149		
3220	-0.140		
3221	-0.132		
3222	-0.124		
3223	-0.116		
3224	-0.107		
3225	-0.099		
3226	-0.091		
3227	-0.083		
3228	-0.074		
3229	-0.066		
3230	-0.058		
3231	-0.052		
3232	-0.090		
3233	-0.127		
3234	-0.164		
3235	-0.201		
3236	-0.239		
3237	-0.276		
3238	-0.313		
3239	-0.350		
3240	-0.382		
3241	-0.392		
3242	-0.401		
3243	-0.411		
3244	-0.421		
3245	-0.430		
3246	-0.440		
3247	-0.384		
3248	-0.328		
3249	-0.273		
3250	-0.233		
3251	-0.245		
3252	-0.258		
3253	-0.270		
3254	-0.283		
3255	-0.295		
3256	-0.308		
3257	-0.319		
3258	-0.330		
3259	-0.341		
3260	-0.352		
3261	-0.363		
3262	-0.374		
3263	-0.386		
3264	-0.397		
3265	-0.408		
3266	-0.419		
3267	-0.430		
3268	-0.348		
3269	-0.266		
3270	-0.183		
3271	-0.101		
3272	-0.019		
3273	0.063		
3274	0.146		
3275	0.213		
3276	0.226		
3277	0.238		
3278	0.251		
3279	0.264		
3280	0.277		
3281	0.289		
3282	0.302		
3283	0.315		
3284	0.328		
3285	0.341		
3286	0.338		
3287	0.291		
3288	0.245		
3289	0.198		
3290	0.152		
3291	0.105		
3292	0.004		
3293	-0.124		
3294	-0.252		
3295	-0.380		
3296	-0.508		
3297	-0.636		
3298	-0.761		
3299	-0.796		
3300	-0.831		
3301	-0.866		
3302	-0.901		
3303	-0.879		
3304	-0.838		
3305	-0.797		
3306	-0.642		
3307	-0.465		
3308	-0.288		
3309	-0.111		
3310	0.066		
3311	0.243		
3312	0.201		
3313	-0.054		
3314	-0.310		
3315	-0.565		
3316	-0.820		
3317	-1.075		
3318	-1.331		
3319	-1.162		
3320	-0.958		
3321	-0.754		
3322	-0.550		
3323	-0.475		
3324	-0.401		
3325	-0.326		
3326	-0.252		
3327	-0.204		
3328	-0.177		
3329	-0.150		
3330	-0.122		
3331	-0.095		
3332	-0.068		
3333	-0.115		
3334	-0.191		
3335	-0.267		
3336	-0.344		
3337	-0.420		
3338	-0.496		
3339	-0.566		
3340	-0.627		
3341	-0.688		
3342	-0.749		
3343	-0.810		
3344	-0.572		
3345	-0.334		
3346	-0.095		
3347	0.143		
3348	0.253		
3349	0.216		
3350	0.179		
3351	0.142		
3352	0.105		
3353	0.068		
3354	-0.020		
3355	-0.159		
3356	-0.298		
3357	-0.437		
3358	-0.576		
3359	-0.715		
3360	-0.789		
3361	-0.807		
3362	-0.825		
3363	-0.842		
3364	-0.860		
3365	-0.736		
3366	-0.612		
3367	-0.488		
3368	-0.364		
3369	-0.240		
3370	-0.116		
3371	0.008		
3372	0.131		
3373	0.200		
3374	0.199		
3375	0.198		
3376	0.197		
3377	0.196		
3378	0.195		
3379	0.194		
3380	0.193		
3381	0.192		
3382	0.191		
3383	0.191		
3384	0.149		
3385	0.044		
3386	-0.061		
3387	-0.166		
3388	-0.271		
3389	-0.377		
3390	-0.482		
3391	-0.583		
3392	-0.664		
3393	-0.746		
3394	-0.827		
3395	-0.909		
3396	-0.990		
3397	-0.902		
3398	-0.813		
3399	-0.725		
3400	-0.636		
3401	-0.629		
3402	-0.640		
3403	-0.651		
3404	-0.662		
3405	-0.673		
3406	-0.701		
3407	-0.753		
3408	-0.805		
3409	-0.858		
3410	-0.910		
